num,issn,score,name
6485,1976-0485,1.820,International Journal of Concrete Structures and Materials
6486,0000-0000,1.820,POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY
6487,1354-8166,1.819,Tourism Economics
6488,0000-0000,1.819,WIRELESS COMMUNICATIONS & MOBILE COMPUTING
6489,0011-2275,1.818,CRYOGENICS
6490,0017-8055,1.818,HARVARD EDUCATIONAL REVIEW
6491,0000-0000,1.818,International Review of Economics & Finance
6492,0021-8839,1.818,JOURNAL OF APICULTURAL RESEARCH
6493,0034-527X,1.818,RESEARCH IN THE TEACHING OF ENGLISH
6494,0001-6268,1.817,ACTA NEUROCHIRURGICA
6495,0000-0000,1.817,APPLIED PHYSICS B-LASERS AND OPTICS
6496,1745-8552,1.817,BioSocieties
6497,2190-5452,1.817,Journal of Civil Structural Health Monitoring
6498,0341-2040,1.817,LUNG
6499,0037-8046,1.817,SOCIAL WORK
6500,1061-5377,1.816,Cardiology in Review
6501,0013-0079,1.816,ECONOMIC DEVELOPMENT AND CULTURAL CHANGE
6502,1088-4246,1.816,JOURNAL OF PORPHYRINS AND PHTHALOCYANINES
6503,1079-0268,1.816,JOURNAL OF SPINAL CORD MEDICINE
6504,0140-2390,1.816,JOURNAL OF STRATEGIC STUDIES
6505,0000-0000,1.815,Journal of Coatings Technology and Research
6506,1615-5289,1.815,Universal Access in the Information Society
6507,1615-5289,1.815,Universal Access in the Information Society
6508,0007-4853,1.814,BULLETIN OF ENTOMOLOGICAL RESEARCH
6509,0000-0000,1.814,IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT

6510,0169-6149,1.814,ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES
6511,1741-427X,1.813,Evidence-based Complementary and Alternative Medicine
6512,0925-9902,1.813,JOURNAL OF INTELLIGENT INFORMATION SYSTEMS
6513,0000-0000,1.813,SOCIETY & NATURAL RESOURCES
6514,0092-8240,1.812,BULLETIN OF MATHEMATICAL BIOLOGY
6515,0045-5067,1.812,CANADIAN JOURNAL OF FOREST RESEARCH
6516,1292-8941,1.812,EUROPEAN PHYSICAL JOURNAL E
6517,0954-0075,1.812,Lubrication Science
6518,0733-8651,1.811,CARDIOLOGY CLINICS
6519,0000-0000,1.811,ChemistrySelect
6520,0929-5313,1.811,JOURNAL OF COMPUTATIONAL NEUROSCIENCE
6521,0000-0000,1.811,Physical Review Physics Education Research
6522,0000-0000,1.811,Physical Review Physics Education Research
6523,0952-0767,1.811,Public Policy and Administration
6523,1648-2603,1.811,Public Policy and Administration
6524,0000-0000,1.810,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING
6525,0000-0000,1.810,DM DISEASE-A-MONTH
6526,1570-646X,1.810,Energy Efficiency
6527,1570-646X,1.810,Energy Efficiency
6528,0923-6082,1.810,MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING
6529,0482-5004,1.810,Revista Brasileira De Reumatologia
6530,1611-3683,1.810,STEEL RESEARCH INTERNATIONAL
6531,0000-0000,1.809,Criminology & Criminal Justice
6532,0937-4477,1.809,EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY
6533,0000-0000,1.809,JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS
6534,0000-0000,1.809,Orthopaedics & Traumatology-Surgery & Research
6535,0303-2647,1.808,BIOSYSTEMS
6536,0271-2091,1.808,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS
6537,1094-2912,1.808,INTERNATIONAL JOURNAL OF FOOD PROPERTIES
6538,0009-0352,1.807,CEREAL CHEMISTRY
6539,1420-0597,1.807,COMPUTATIONAL GEOSCIENCES
6540,0000-0000,1.807,PHYSICA D-NONLINEAR PHENOMENA
6541,1361-3324,1.807,Race Ethnicity and Education
6542,1936-900X,1.807,Western Journal of Emergency Medicine
6543,1687-6121,1.806,Gastroenterology Research and Practice
6544,1044-4068,1.806,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT
6545,1991-3761,1.806,International Journal of Design
6546,1991-3761,1.806,International Journal of Design
6547,1741-3842,1.806,JOURNAL OF PUBLIC HEALTH
6548,1741-3842,1.806,JOURNAL OF PUBLIC HEALTH
6549,1303-2968,1.806,Journal of Sports Science and Medicine
6550,0142-6397,1.806,Landscape Research
6551,1594-4077,1.805,Italian Journal of Animal Science
6552,0925-5001,1.805,JOURNAL OF GLOBAL OPTIMIZATION
6553,0000-0000,1.805,KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY
6554,1468-4527,1.805,ONLINE INFORMATION REVIEW
6555,1468-4527,1.805,ONLINE INFORMATION REVIEW
6556,0010-9312,1.804,CORROSION
6557,0000-0000,1.804,JOURNAL OF ENGINEERING FOR GAS TURBINES AND POWER-TRANSACTIONS OF THE ASME
6558,0000-0000,1.804,Journal of Radiation Research and Applied Sciences
6559,0000-0000,1.803,Global Mental Health
6560,0000-0000,1.803,Journal of Clinical Research in Pediatric Endocrinology
6561,2040-2295,1.803,Journal of Healthcare Engineering
6562,0075-9511,1.803,LIMNOLOGICA
6563,0000-0000,1.802,Archives of Endocrinology Metabolism
6564,0098-6445,1.802,CHEMICAL ENGINEERING COMMUNICATIONS
6565,0000-0000,1.802,WORLDS POULTRY SCIENCE JOURNAL
6566,1000-3304,1.801,ACTA POLYMERICA SINICA
6567,1045-1056,1.801,BIOLOGICALS
6568,0275-5319,1.801,Research in International Business and Finance
6569,1056-4993,1.800,CHILD AND ADOLESCENT PSYCHIATRIC CLINICS OF NORTH AMERICA
6570,0269-7653,1.800,EVOLUTIONARY ECOLOGY
6571,0191-3085,1.800,Research in Organizational Behavior
6572,0269-9702,1.799,BIOETHICS
6573,0269-9702,1.799,BIOETHICS
6574,0908-8857,1.799,JOURNAL OF AVIAN BIOLOGY
6575,2190-572X,1.798,3 Biotech
6576,0364-216X,1.798,AESTHETIC PLASTIC SURGERY
6577,1531-0043,1.798,Clinics in Colon and Rectal Surgery
6578,0969-0700,1.798,Journal of Wound Care
6579,1229-9197,1.797,FIBERS AND POLYMERS
6580,0000-0000,1.797,Food Science & Nutrition
6581,0277-1691,1.797,INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY
6582,1678-7757,1.797,Journal of Applied Oral Science
6583,1049-0078,1.797,Journal of Asian Economics
6584,1529-8868,1.797,Self and Identity
6585,1077-8012,1.797,VIOLENCE AGAINST WOMEN
6586,0250-832X,1.796,DENTOMAXILLOFACIAL RADIOLOGY
6587,0039-7911,1.796,SYNTHETIC COMMUNICATIONS
6588,0259-9791,1.795,JOURNAL OF MATHEMATICAL CHEMISTRY
6589,1350-231X,1.795,Journal of Brand Management
6590,1740-0228,1.795,Journal of Global History
6591,1824-4785,1.795,QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING
6592,1687-2762,1.794,Boundary Value Problems
6593,0883-0355,1.794,International Journal of Educational Research
6594,2093-4777,1.794,International Neurourology Journal
6595,0000-0000,1.794,Signal Image and Video Processing
6596,0000-0000,1.794,YOUTH & SOCIETY
6597,0008-4166,1.793,CANADIAN JOURNAL OF MICROBIOLOGY
6598,0032-5899,1.793,POWDER METALLURGY
6599,1471-2342,1.792,BMC MEDICAL IMAGING
6600,1520-5436,1.792,Mass Communication and Society
6601,1976-1457,1.792,Nutrition Research and Practice
6602,0254-6299,1.792,SOUTH AFRICAN JOURNAL OF BOTANY
6603,0954-6553,1.792,TERRORISM AND POLITICAL VIOLENCE
6604,0008-6312,1.791,CARDIOLOGY
6605,0000-0000,1.791,CRYPTOGAMIE ALGOLOGIE
6606,0040-0912,1.791,Education and Training
6607,1744-1692,1.791,Global Public Health
6608,1756-8692,1.791,International Journal of Climate Change Strategies and Management
6609,0000-0000,1.791,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION
6610,1389-2843,1.791,Journal of Educational Change
6611,0030-6665,1.791,OTOLARYNGOLOGIC CLINICS OF NORTH AMERICA
6612,2090-9063,1.790,Journal of Chemistry
6613,0004-8380,1.789,AUSTRALASIAN JOURNAL OF DERMATOLOGY
6614,1099-8004,1.789,Biological Research for Nursing
6615,1064-1963,1.789,CLINICAL AND EXPERIMENTAL HYPERTENSION
6616,0002-7294,1.788,AMERICAN ANTHROPOLOGIST
6617,0000-0000,1.788,Policing-A Journal of Policy and Practice
6618,0000-0000,1.787,Environmental Communication-A Journal of Nature and Culture
6619,1064-1955,1.787,HYPERTENSION IN PREGNANCY
6620,0000-0000,1.787,JOURNAL OF ELECTRONIC PACKAGING
6621,0000-0000,1.787,JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME
6622,0000-0000,1.787,Journal of Stroke & Cerebrovascular Diseases
6623,1126-3504,1.787,PLANT BIOSYSTEMS
6624,0936-9902,1.786,ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS
6625,0166-0934,1.786,JOURNAL OF VIROLOGICAL METHODS
6626,1496-4155,1.786,Journal of Esthetic and Restorative Dentistry
6627,0000-0000,1.786,SOFTWARE-PRACTICE & EXPERIENCE
6628,1792-0981,1.785,Experimental and Therapeutic Medicine
6629,0000-0000,1.785,HealthCare-The Journal of Delivery Science and Innovation
6630,0000-0000,1.784,ARCTIC ANTARCTIC AND ALPINE RESEARCH
6631,0364-765X,1.783,MATHEMATICS OF OPERATIONS RESEARCH
6632,1054-2523,1.783,MEDICINAL CHEMISTRY RESEARCH
6633,0277-6715,1.783,STATISTICS IN MEDICINE
6634,0277-5212,1.783,WETLANDS
6635,0142-5692,1.782,BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION
6636,0399-077X,1.782,MEDECINE ET MALADIES INFECTIEUSES
6637,0032-0633,1.782,PLANETARY AND SPACE SCIENCE
6638,0000-0000,1.781,BEHAVIOUR & INFORMATION TECHNOLOGY
6639,0000-0000,1.781,BEHAVIOUR & INFORMATION TECHNOLOGY
6640,1389-2576,1.781,Genetic Programming and Evolvable Machines
6641,0010-8367,1.780,Cooperation and Conflict
6642,0001-4966,1.780,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA
6643,0803-9488,1.780,NORDIC JOURNAL OF PSYCHIATRY
6644,0803-9488,1.780,NORDIC JOURNAL OF PSYCHIATRY
6645,0000-0000,1.780,RACE & CLASS
6646,0334-5114,1.780,SYMBIOSIS
6647,0954-2892,1.779,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH
6648,1874-463X,1.778,Applied Spatial Analysis and Policy
6649,0739-7240,1.778,DOMESTIC ANIMAL ENDOCRINOLOGY
6650,0000-0000,1.778,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION
6651,0000-0000,1.778,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION
6652,1056-4926,1.778,JOURNAL OF MANAGEMENT INQUIRY
6653,0266-6138,1.778,MIDWIFERY
6654,0266-6138,1.778,MIDWIFERY
6655,1478-6435,1.778,PHILOSOPHICAL MAGAZINE
6656,0920-9069,1.777,CYTOTECHNOLOGY
6657,1749-799X,1.777,Journal of Orthopaedic Surgery and Research
6658,0000-0000,1.776,AJIDD-American Journal on Intellectual and Developmental Disabilities
6659,0000-0000,1.776,CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH
6660,1268-7731,1.776,Foot and Ankle Surgery
6661,1556-4665,1.775,ACM Transactions on Autonomous and Adaptive Systems
6662,0324-8461,1.775,Archives of Environmental Protection
6663,0000-0000,1.775,Energy & Environment
6664,0000-0000,1.775,JOURNAL OF SEX & MARITAL THERAPY
6665,0778-7367,1.774,Archives of Public Health
6666,0778-7367,1.774,Archives of Public Health
6667,1384-6175,1.774,GEOINFORMATICA
6668,0361-5235,1.774,JOURNAL OF ELECTRONIC MATERIALS
6669,0000-0000,1.774,Journal of Wine Economics
6670,0000-0000,1.774,Journal of Wine Economics
6671,0000-0000,1.774,PROTEIN ENGINEERING DESIGN & SELECTION
6672,0033-3506,1.774,PUBLIC HEALTH
6673,0033-3506,1.774,PUBLIC HEALTH
6674,0000-0000,1.773,APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY
6675,0000-0000,1.773,GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY
6676,1875-9572,1.773,Pediatrics and Neonatology
6677,1362-4393,1.773,SPINAL CORD
6678,2050-6511,1.771,BMC Pharmacology & Toxicology
6679,0301-0104,1.771,CHEMICAL PHYSICS
6680,1869-408X,1.771,Cardiovascular Engineering and Technology
6681,0143-3369,1.771,INTERNATIONAL JOURNAL OF VEHICLE DESIGN
6682,0000-0000,1.771,Journal of Information Technology & Politics
6683,1475-357X,1.770,Child and Adolescent Mental Health
6684,1475-357X,1.770,Child and Adolescent Mental Health
6685,1342-1751,1.770,Clinical and Experimental Nephrology
6686,1744-3881,1.770,Complementary Therapies in Clinical Practice
6687,1748-670X,1.770,Computational and Mathematical Methods in Medicine
6688,0025-732X,1.770,MEDICAL LETTER ON DRUGS AND THERAPEUTICS
6689,0002-9432,1.769,AMERICAN JOURNAL OF ORTHOPSYCHIATRY
6690,0000-0000,1.768,AGEING & SOCIETY
6691,0896-8608,1.768,PERITONEAL DIALYSIS INTERNATIONAL
6692,0191-5886,1.767,JOURNAL OF NONVERBAL BEHAVIOR
6693,0026-8976,1.767,MOLECULAR PHYSICS
6694,1387-5868,1.767,Spatial Cognition and Computation
6695,0000-0000,1.766,JOURNAL OF CRANIO-MAXILLOFACIAL SURGERY
6696,0889-2229,1.765,AIDS RESEARCH AND HUMAN RETROVIRUSES
6697,1550-0594,1.765,CLINICAL EEG AND NEUROSCIENCE
6698,0895-9048,1.765,EDUCATIONAL POLICY
6699,1094-6136,1.765,JOURNAL OF SCHEDULING
6700,0000-0000,1.765,Journal of Infrared Millimeter and Terahertz Waves
6701,0899-7640,1.764,NONPROFIT AND VOLUNTARY SECTOR QUARTERLY
6702,0033-3549,1.764,PUBLIC HEALTH REPORTS
6703,0033-3549,1.764,PUBLIC HEALTH REPORTS
6704,1063-8652,1.763,JOURNAL OF AGING AND PHYSICAL ACTIVITY
6705,1063-8652,1.763,JOURNAL OF AGING AND PHYSICAL ACTIVITY
6706,0146-9428,1.763,JOURNAL OF FOOD QUALITY
6707,1546-542X,1.762,International Journal of Applied Ceramic Technology
6708,0000-0000,1.761,CONGENITAL ANOMALIES
6709,0000-0000,1.761,Collabra-Psychology
6710,0893-1321,1.761,JOURNAL OF AEROSPACE ENGINEERING
6711,0000-0000,1.761,NEW CARBON MATERIALS
6712,0000-0000,1.761,Simulation in Healthcare-Journal of the Society for Simulation in Healthcare
6713,0258-6770,1.761,WORLD BANK ECONOMIC REVIEW
6714,0137-5881,1.760,ACTA PHYSIOLOGIAE PLANTARUM
6715,1389-9600,1.760,Familial Cancer
6716,1526-954X,1.760,GENESIS
6717,0967-5868,1.760,JOURNAL OF CLINICAL NEUROSCIENCE
6718,0040-5957,1.760,THERAPIE
6719,0278-4297,1.759,JOURNAL OF ULTRASOUND IN MEDICINE
6720,1109-2858,1.759,Operational Research
6721,0000-0000,1.759,PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE
6722,0000-0000,1.758,Energy Sources Part B-Economics Planning and Policy
6723,0896-4327,1.758,JOURNAL OF INTERVENTIONAL CARDIOLOGY
6724,0919-6544,1.758,NEUROPATHOLOGY
6725,0000-0000,1.758,Parkinsons Disease
6726,1054-8807,1.756,CARDIOVASCULAR PATHOLOGY
6727,0895-5646,1.756,JOURNAL OF RISK AND UNCERTAINTY
6728,0038-0806,1.756,SOILS AND FOUNDATIONS
6729,0964-2633,1.755,JOURNAL OF INTELLECTUAL DISABILITY RESEARCH
6730,1678-5878,1.755,Journal of the Brazilian Society of Mechanical Sciences and Engineering
6731,2212-828X,1.755,Journal of the Economics of Ageing
6732,0034-7752,1.755,REVISTA DE CHIMIE
6733,0282-7581,1.755,SCANDINAVIAN JOURNAL OF FOREST RESEARCH
6734,0271-3683,1.754,CURRENT EYE RESEARCH
6735,1664-3828,1.754,CardioRenal Medicine
6736,0368-492X,1.754,KYBERNETES
6737,0143-6597,1.754,THIRD WORLD QUARTERLY
6738,0065-3195,1.753,Advances in Polymer Science
6739,1756-137X,1.753,China Agricultural Economic Review
6740,1756-137X,1.753,China Agricultural Economic Review
6741,1083-3188,1.753,Journal of Pediatric and Adolescent Gynecology
6742,0141-1926,1.752,BRITISH EDUCATIONAL RESEARCH JOURNAL
6743,1091-028X,1.752,JOURNAL OF POROUS MEDIA
6744,0000-0000,1.752,Universe
6745,0000-0000,1.750,AGING NEUROPSYCHOLOGY AND COGNITION
6746,0570-1864,1.750,ANNALS OF REGIONAL SCIENCE
6747,1471-2091,1.750,BMC BIOCHEMISTRY
6748,0000-0000,1.750,Crime Media Culture
6749,1385-772X,1.750,DESIGNED MONOMERS AND POLYMERS
6750,2466-0493,1.750,Investigative and Clinical Urology
6751,0143-814X,1.750,Journal of Public Policy
6752,0000-0000,1.750,MILLENNIUM-JOURNAL OF INTERNATIONAL STUDIES
6753,1091-367X,1.750,Measurement in Physical Education and Exercise Science
6754,1091-367X,1.750,Measurement in Physical Education and Exercise Science
6755,1387-974X,1.750,PHOTONIC NETWORK COMMUNICATIONS
6756,1346-3500,1.750,Psychogeriatrics
6757,1320-5358,1.749,NEPHROLOGY
6758,1476-5829,1.749,Veterinary and Comparative Oncology
6759,1019-7168,1.748,ADVANCES IN COMPUTATIONAL MATHEMATICS
6760,1355-557X,1.748,AQUACULTURE RESEARCH
6761,0034-8910,1.748,REVISTA DE SAUDE PUBLICA
6762,0034-8910,1.748,REVISTA DE SAUDE PUBLICA
6763,2095-025X,1.747,Frontiers of Materials Science
6764,0020-7608,1.747,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY
6765,0000-0000,1.747,Mathematics
6766,0343-8651,1.746,CURRENT MICROBIOLOGY
6767,0393-6155,1.746,INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS
6768,1735-1995,1.746,Journal of Research in Medical Sciences
6769,0079-6123,1.746,Progress in Brain Research
6770,1318-2099,1.746,Radiology and Oncology
6771,1351-0347,1.745,Democratization
6772,0165-1765,1.745,ECONOMICS LETTERS
6773,1046-4964,1.745,SMALL GROUP RESEARCH
6774,0014-2921,1.744,EUROPEAN ECONOMIC REVIEW
6775,0926-6003,1.743,COMPUTATIONAL OPTIMIZATION AND APPLICATIONS
6776,0022-4006,1.743,JOURNAL OF PUBLIC HEALTH DENTISTRY
6777,1474-2837,1.743,Social Movement Studies
6778,0000-0000,1.743,World Journal Of Emergency Medicine
6779,1751-8768,1.742,IET Optoelectronics
6780,0268-1315,1.742,INTERNATIONAL CLINICAL PSYCHOPHARMACOLOGY
6781,0000-0000,1.742,International Journal on Semantic Web and Information Systems
6782,0000-0000,1.742,JOURNAL OF MIDWIFERY & WOMENS HEALTH
6783,0000-0000,1.742,JOURNAL OF MIDWIFERY & WOMENS HEALTH
6784,0000-0000,1.742,Nutrition & Dietetics
6785,0955-8810,1.741,BEHAVIOURAL PHARMACOLOGY
6786,1386-0291,1.741,CLINICAL HEMORHEOLOGY AND MICROCIRCULATION
6787,0172-9179,1.741,FACIES
6788,2045-4015,1.741,Israel Journal of Health Policy Research
6789,1661-7746,1.741,Journal of Fixed Point Theory and Applications
6790,1679-6225,1.741,Neotropical Ichthyology
6791,1050-6411,1.740,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY
6792,0885-2545,1.740,Journal of Cultural Economics
6793,1104-6899,1.740,Journal of Forest Economics
6794,1104-6899,1.740,Journal of Forest Economics
6795,0000-0000,1.740,LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS
6796,0000-0000,1.740,LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS
6797,0271-3586,1.739,AMERICAN JOURNAL OF INDUSTRIAL MEDICINE
6798,0960-1317,1.739,JOURNAL OF MICROMECHANICS AND MICROENGINEERING
6799,0000-0000,1.739,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MARITIME ENGINEERING
6800,0141-9382,1.738,DISPLAYS
6801,0000-0000,1.738,INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS
6802,0000-0000,1.738,INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS
6803,1066-7857,1.738,MATERIALS TECHNOLOGY
6804,0026-461X,1.738,MINERALOGICAL MAGAZINE
6805,1044-5110,1.737,ATOMIZATION AND SPRAYS
6806,0142-4319,1.737,JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY
6807,0388-1350,1.737,JOURNAL OF TOXICOLOGICAL SCIENCES
6808,0000-0000,1.737,Journal of Maternal-Fetal & Neonatal Medicine
6809,1607-551X,1.737,KAOHSIUNG JOURNAL OF MEDICAL SCIENCES
6810,0000-0000,1.737,MEDICAL ENGINEERING & PHYSICS
6811,0000-0000,1.737,MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS
6812,1742-2876,1.736,Digital Investigation
6813,1751-2972,1.736,Journal of Digestive Diseases
6814,1942-5120,1.736,Marine and Coastal Fisheries
6815,0916-8818,1.735,JOURNAL OF REPRODUCTION AND DEVELOPMENT
6816,0020-4277,1.734,INSTRUCTIONAL SCIENCE
6817,1018-4864,1.734,TELECOMMUNICATION SYSTEMS
6818,0969-997X,1.733,FISHERIES MANAGEMENT AND ECOLOGY
6819,1754-9507,1.733,International Journal of Speech-Language Pathology
6820,1754-9507,1.733,International Journal of Speech-Language Pathology
6821,1229-2370,1.733,JOURNAL OF COMMUNICATIONS AND NETWORKS
6822,0022-0078,1.733,JOURNAL OF CONSUMER AFFAIRS
6823,0000-0000,1.733,PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES
6824,0000-0000,1.733,PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES
6825,0022-4669,1.732,JOURNAL OF SPECIAL EDUCATION
6826,1934-6344,1.731,International Journal of Agricultural and Biological Engineering
6827,1040-7278,1.731,JOURNAL OF CLUSTER SCIENCE
6828,0010-2202,1.730,COMBUSTION SCIENCE AND TECHNOLOGY
6829,0015-5632,1.730,FOLIA MICROBIOLOGICA
6830,0392-6672,1.730,INTERNATIONAL JOURNAL OF SPELEOLOGY
6831,1880-6791,1.730,Journal of Physiological Anthropology
6832,0302-3427,1.730,Science and Public Policy
6833,0000-0000,1.729,Discourse-Studies in the Cultural Politics of Education
6834,0269-3879,1.728,BIOMEDICAL CHROMATOGRAPHY
6835,1464-7141,1.728,JOURNAL OF HYDROINFORMATICS
6836,0190-535X,1.728,ONCOLOGY NURSING FORUM
6837,0190-535X,1.728,ONCOLOGY NURSING FORUM
6838,0307-6962,1.728,PHYSIOLOGICAL ENTOMOLOGY
6839,0722-4060,1.728,POLAR BIOLOGY
6840,0000-0000,1.727,ACM Journal on Computing and Cultural Heritage
6841,0303-1179,1.727,ASTERISQUE
6842,0000-0000,1.727,Arhiv za Higijenu Rada i Toksikologiju-Archives of Industrial Hygiene and Toxicology
6843,2041-4161,1.727,IMF Economic Review
6844,2161-7201,1.727,Journal of Legal Analysis
6845,1755-2966,1.727,Mental Health and Physical Activity
6846,0741-0883,1.727,WRITTEN COMMUNICATION
6847,0000-0000,1.726,CANADIAN ASSOCIATION OF RADIOLOGISTS JOURNAL-JOURNAL DE L ASSOCIATION CANADIENNE DES RADIOLOGISTES
6848,1356-1820,1.726,Journal of Interprofessional Care
6849,1356-1820,1.726,Journal of Interprofessional Care
6850,0968-4328,1.726,MICRON
6851,0021-5155,1.725,JAPANESE JOURNAL OF OPHTHALMOLOGY
6852,0022-0418,1.725,JOURNAL OF DOCUMENTATION
6853,1385-1101,1.725,JOURNAL OF SEA RESEARCH
6854,1018-1172,1.725,JOURNAL OF VASCULAR RESEARCH
6855,0000-0000,1.725,Plant Direct
6856,1088-9868,1.724,BIOREMEDIATION JOURNAL
6857,0000-0000,1.724,HERD-Health Environments Research & Design Journal
6858,0000-0000,1.724,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING
6859,0952-8369,1.724,JOURNAL OF ZOOLOGY
6860,0000-0000,1.723,DEVELOPMENT GROWTH & DIFFERENTIATION
6861,1087-1209,1.723,HUMAN DIMENSIONS OF WILDLIFE
6862,0303-4259,1.723,PSYCHIATRISCHE PRAXIS
6863,1341-321X,1.722,JOURNAL OF INFECTION AND CHEMOTHERAPY
6864,0278-095X,1.722,Journal of Primary Prevention
6865,0000-0000,1.721,ACM Transactions on Computing Education
6866,0896-4289,1.721,BEHAVIORAL MEDICINE
6867,0896-4289,1.721,BEHAVIORAL MEDICINE
6868,1069-3971,1.721,CROSS-CULTURAL RESEARCH
6869,1468-7984,1.721,Journal of Early Childhood Literacy
6870,0028-2685,1.721,NEOPLASMA
6871,0268-7038,1.720,APHASIOLOGY
6872,0268-7038,1.720,APHASIOLOGY
6873,1865-5025,1.720,Cellular and Molecular Bioengineering
6874,0141-9870,1.720,ETHNIC AND RACIAL STUDIES
6875,2161-783X,1.720,Games for Health Journal
6876,0000-0000,1.720,Journal of Causal Inference
6877,0000-0000,1.720,Journal of Causal Inference
6878,0016-7878,1.720,PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION
6879,1746-5265,1.719,Baltic Journal of Management
6880,0000-0000,1.719,Journal of Industrial Relations
